employee_id,age,years_experience,monthly_hours,projects_completed,performance_score,salary,salary_per_exp_year,productivity_ratio,age_exp_interaction,department_Finance,department_HR,department_Marketing,department_Sales,city_Delhi,city_Lucknow,city_Mumbai,city_Pune,education_Diploma,education_Masters,education_PhD,experience_level_Mid,experience_level_Senior,experience_level_Expert
1358,42.5,4.548378644998007,148.22363049359558,3.0,5.292148940425571,33395.2396447109,6018.918639379,0.020104054499121404,193.30609241241527,False,False,True,False,False,False,True,False,False,False,True,True,False,False
1338,43.0,3.315832583296582,214.69663782454452,5.0,6.819829535182945,55872.7665394648,12945.999517151624,0.023180704393117067,142.58080108175304,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1328,42.5,5.0850732745023866,184.8963874778908,6.0,8.1987682298581,60324.24211235409,9913.478341357717,0.032276044098563224,216.11561416635143,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1014,23.0,7.6134843735071165,189.69757363064264,3.0,6.869866374176583,63375.089772948006,7357.660039167615,0.01573171563163475,175.1101405906637,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1419,47.0,8.14410142243867,204.47420681338585,6.0,7.1012405218709125,61371.60037515227,6711.605387988455,0.029200745402800227,382.7727668546175,False,False,False,True,False,True,False,False,False,False,False,False,True,False
1404,56.0,12.898508348905327,184.77658772372828,7.0,10.0,77905.1156390534,5605.286098575417,0.03767966720548138,722.3164675386984,True,False,False,False,False,False,True,False,False,True,False,False,False,True
1480,39.0,13.828783039824986,197.972969173698,7.0,6.330635988670373,65820.27242039028,4438.683352748488,0.0351806581018007,539.3225385531745,False,False,False,True,True,False,False,False,False,True,False,False,False,True
1174,57.0,7.363104487613159,201.75479686467492,3.0,4.793636864218603,83772.61853834074,10016.928362239029,0.014796197408845014,419.69695579395005,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1066,43.0,10.082657682136835,191.6448895512752,5.0,5.441710315319679,56365.63931392871,5085.931635764547,0.025954490729790048,433.5542803318839,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1467,52.0,5.941433803127412,164.58525880598276,2.0,8.799457118778871,60810.20626565903,8760.467648378559,0.012078369864695576,308.9545577626254,False,False,False,True,True,False,False,False,False,False,False,False,True,False
1389,42.5,10.72106151718192,174.07907799357528,4.0,9.554044732521906,57751.99207450313,4927.198103161937,0.022846818967979625,455.64511448023154,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1228,57.0,10.253381850020096,132.59495039868375,6.0,8.657591094704363,78250.23994547343,6953.486604147684,0.044911877148757225,584.4427654511455,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1443,46.0,8.12191540106266,183.4505356584618,5.0,8.24369474100417,71193.41673261576,7804.656544427288,0.027107538517850985,373.6081084488824,False,False,False,False,False,False,False,True,False,True,False,False,True,False
1110,21.0,10.67363184376946,165.86878842333056,3.0,7.899788949753468,65866.8737827861,5642.363461885349,0.017978197291091246,224.14626871915866,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1257,53.0,5.864363594732801,208.0285800453215,6.0,7.552901243680305,57906.165623206594,8435.76608728003,0.028704208767523956,310.81127052083843,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1473,55.0,6.183241766753937,204.04955495306012,7.0,5.778107810244341,40392.56975668176,5623.167236780187,0.03413808921264149,340.07829717146655,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1302,38.0,10.11877253162177,190.66970153649052,5.0,5.467038834413806,66673.00099407969,5996.435380295962,0.02608654346471181,384.5133562016273,False,False,True,False,False,True,False,False,False,False,True,False,False,True
1304,51.0,8.255827147643732,179.54844117811163,5.0,7.560239904102584,51555.45729230495,5570.054028659069,0.027693398887157845,421.0471845298303,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1033,41.0,11.201992967063893,169.95449650984227,9.0,7.231505030596615,62802.825398045534,5146.931781354524,0.05264558805846822,459.2817116496196,False,False,False,True,False,False,True,False,True,False,False,False,False,True
1295,55.0,8.202143262376024,163.83563182426727,9.0,7.002069476511978,62921.41522523877,6837.691332463808,0.05459984531496794,451.11787943068134,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1477,45.0,10.356227789623471,201.90320823440464,5.0,9.143675527826549,59079.10111609019,5202.3525954694705,0.024642291482270366,466.0302505330562,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1048,34.0,8.940799315418804,194.30324801521368,8.0,5.474014138303893,73553.03699948022,7399.106919440053,0.04096194037375568,303.98717672423936,True,False,False,False,True,False,False,False,False,True,False,False,True,False
1203,39.0,8.957909846823586,186.8876843475707,7.0,9.796937585234618,53453.31027696128,5367.924705003433,0.037256300349366174,349.35848402611987,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1246,55.0,14.907335368875042,192.200463395689,7.0,7.100373586356053,65649.36064915477,4126.986646525795,0.03623179715497615,819.9034452881273,False,False,False,True,False,True,False,False,False,True,False,False,False,True
1148,21.0,7.920258419016759,169.9476077233648,3.0,7.198031383926336,84164.9241862303,9435.256270917254,0.017549236517276898,166.32542679935193,False,False,False,False,False,False,False,True,False,True,False,False,True,False
1417,48.0,1.049080979794831,195.32392018348213,6.0,7.570572172324467,40854.38287720167,19937.905470818587,0.03056173692127005,50.35588703015189,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1307,52.0,8.14410142243867,181.51754779919625,5.0,8.42889759197336,51335.28287442686,5614.032533416071,0.027394626216986784,423.4932739668108,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1068,36.0,12.89000365954752,189.0131111066931,3.0,7.247365215139836,76780.29781097498,5527.737766879477,0.01578838419373855,464.04013174371073,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1214,31.0,9.071004897457849,174.61966907170356,4.0,6.764886886326586,77605.67708398597,7705.852382573601,0.022776492070297916,281.2011518211933,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1290,55.0,7.054581051644017,164.68279819827396,6.0,6.020362507974496,58509.52155271134,7264.129714203941,0.03621377756319489,388.0019578404209,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1362,46.0,0.0,236.48051315598937,3.0,6.429637666104696,56254.84264522452,56254.84264522452,0.01263261545181792,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1301,23.0,5.398347861160025,175.8195780069728,4.0,7.002069476511978,49618.28068241491,7754.858247644428,0.022621929342248867,124.16200080668058,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1090,59.0,17.48378481266969,178.70664940019216,2.0,8.270495631534187,94296.79860637091,5101.595780412639,0.011129248732172185,1031.5433039475117,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1456,57.0,9.912359986509824,166.37889678770642,5.0,6.451996070481294,58447.08880359182,5356.044785531802,0.029872344100473472,565.0045192310599,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1269,50.0,3.717622647057592,143.2785602499492,3.0,8.607116952831237,65817.65186400297,13951.44478226842,0.020793110180769608,185.8811323528796,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1119,46.0,10.257611951573065,188.06600780490564,4.0,9.012551144412988,72680.56462361681,6456.126302475803,0.021156632260028146,471.85014977236096,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1498,43.0,13.249634486970528,168.20865232015197,4.0,7.800101276856343,73160.54859640283,5134.205278268633,0.023639453096238734,569.7342829397327,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1451,56.0,15.245500114659926,157.6450069214765,4.0,6.932885228856103,68147.18402385105,4194.834479878837,0.025213525957232644,853.7480064209558,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1320,55.0,7.749372175190222,164.04372503325328,3.0,8.14791465754714,70960.32234667693,8110.333053140944,0.018177001272817583,426.21546963546217,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1241,56.0,3.309586972554736,190.50380780675457,8.0,6.309885618799752,37466.622125325375,8693.784894916518,0.04177462626786385,185.33687046306522,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1091,48.0,4.515464943849933,168.88861304104142,6.0,7.002069476511978,61603.08122892036,11169.15470519152,0.03531725812930458,216.74231730479679,True,False,False,False,True,False,False,False,True,False,False,True,False,False
